system,group,O_serial_1based,time_ps,relative_depth,dx_A,dy_A
SiO2,1,120,241.1,0.21067383175804502,-2.900692939758301,-1.3540301322937012
SiO2,1,120,241.20000000000002,0.2113880884079706,-2.770108938217163,-1.6469202041625977
SiO2,1,120,241.3,0.21510714576357887,-2.4906919598579407,-1.2405102252960205
SiO2,1,120,241.4,0.2228666487194243,-2.2304129600524902,-0.9039502143859863
SiO2,1,120,241.5,0.22498807452973865,-2.1252999305725098,-1.0027198791503906
SiO2,1,120,241.6,0.21996429988316127,-2.379228949546814,-1.4819600582122803
SiO2,1,120,241.70000000000002,0.21250475020635695,-2.8173969388008118,-1.7018101215362549
SiO2,1,120,241.8,0.21445714859735399,-2.944474935531616,-1.543600082397461
SiO2,1,120,241.9,0.222423825945173,-2.5999539494514465,-1.1355500221252441
SiO2,1,120,242.0,0.22584283919561476,-2.2818169593811035,-1.1381402015686035
SiO2,1,120,242.1,0.21657621292840867,-2.3026989698410034,-1.5350100994110107
SiO2,1,120,242.20000000000002,0.2198976335071382,-2.697355955839157,-1.335510015487671
SiO2,1,120,242.3,0.2214547566005162,-2.6562699675559998,-1.2745800018310547
SiO2,1,120,242.4,0.21790713355654762,-2.873627930879593,-0.9500899314880371
SiO2,1,120,242.5,0.22139049711681547,-2.584101915359497,-1.0318801403045654
SiO2,1,120,242.6,0.2197785604567755,-2.453999936580658,-1.3004701137542725
SiO2,1,120,242.70000000000002,0.21514284043085008,-2.4541709423065186,-1.4238901138305664
SiO2,1,120,242.8,0.2119166510445731,-2.615015923976898,-1.6895301342010498
SiO2,1,120,242.9,0.2128714152744838,-2.446994960308075,-1.8676600456237793
SiO2,1,120,243.0,0.2157666796729678,-2.3054279685020447,-2.0410001277923584
SiO2,1,120,243.1,0.218023799714588,-2.5195359587669373,-1.654900074005127
SiO2,1,120,243.20000000000002,0.22171188536144437,-2.2990689277648926,-1.3863301277160645
SiO2,1,120,243.3,0.22169762565976098,-2.0714199542999268,-1.737640142440796
SiO2,1,120,243.4,0.22249285380045572,-1.9379498958587646,-1.8662700653076172
SiO2,1,120,243.5,0.23084286281040736,-2.2280149459838867,-1.7012300491333008
SiO2,1,120,243.6,0.22717857360839844,-2.202001929283142,-1.8973701000213623
SiO2,1,120,243.70000000000002,0.21840953826904297,-2.308039963245392,-1.9627702236175537
SiO2,1,120,243.8,0.216688110714867,-2.6306819319725037,-1.8332901000976562
SiO2,1,120,243.9,0.2175785700480143,-2.321701943874359,-1.7046902179718018
SiO2,1,120,244.0,0.21387617928641184,-2.301245927810669,-1.932220220565796
SiO2,1,120,244.1,0.20903096880231584,-2.2458269596099854,-1.9772100448608398
SiO2,1,120,244.20000000000002,0.21153331938244047,-2.4824469685554504,-1.7569701671600342
SiO2,1,120,244.3,0.21428807576497397,-2.4887449145317078,-1.2833800315856934
SiO2,1,120,244.4,0.22023809523809523,-2.3413159251213074,-1.2026901245117188
SiO2,1,120,244.5,0.2182952335902623,-2.278852939605713,-0.9523501396179199
SiO2,1,120,244.6,0.216745240347726,-2.6335249543190002,-1.2619400024414062
SiO2,1,120,244.70000000000002,0.21243572235107422,-2.633739948272705,-1.2374000549316406
SiO2,1,120,244.8,0.21132142203194754,-2.3348419666290283,-1.4872400760650635
SiO2,1,120,244.9,0.21951666332426525,-2.4249919652938843,-1.0521202087402344
SiO2,1,120,245.0,0.21382381802513487,-2.695460945367813,-0.7540402412414551
SiO2,1,120,245.1,0.2073595410301572,-2.3029929399490356,-0.9238100051879883
