block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
1,0.0,10.0,19,36.0,38.0,1165,11.65,0.03454591679812657,1.0334437350065422,0.8065575281575393,3.5004291845493563,0.5939914163090129,0.07222172847590862,0.11356893316276509
1,0.0,10.0,20,38.0,40.0,1018,10.18,0.03018690412059472,0.9030435384005664,0.601082632089205,2.900785854616896,0.293713163064833,0.0005994878315059359,-0.0904522555660036
1,0.0,10.0,21,40.0,42.0,304,3.04,0.00901455682972573,0.26967115488582727,0.00941247167506149,1.924342105263158,0.0,0.07769017256451803,-0.2110732303543644
2,10.0,20.0,1,0.0,2.0,200,2.0,0.005930629493240612,0.17741523347751795,-1.0786796098728495,0.9,0.0,-0.9609250166178386,0.887626674086988
2,10.0,20.0,2,2.0,4.0,278,2.78,0.008243574995604451,0.24660717453374995,0.5106290738329874,2.866906474820144,0.22661870503597123,-0.20132010327617322,-0.25210714455279676
2,10.0,20.0,3,4.0,6.0,1083,10.83,0.03211435870589792,0.9607034892807598,0.5825994243455275,2.94275161588181,0.28439519852262235,-0.19859734052735886,-0.01841748671921477
2,10.0,20.0,4,6.0,8.0,1000,10.0,0.029653147466203063,0.8870761673875898,0.7641678552592525,3.321,0.488,-0.14641097358718516,-0.011752926753506697
2,10.0,20.0,5,8.0,10.0,997,9.97,0.029564188023804457,0.8844149388854271,0.8347444956446699,3.6298896690070213,0.6710130391173521,-0.03137200489424131,0.2384864103820809
2,10.0,20.0,6,10.0,12.0,1161,11.61,0.034427304208261754,1.0298954303369916,0.8390561689975036,3.5572782084409993,0.6304909560723514,-0.03669600092461686,0.238464883072363
2,10.0,20.0,7,12.0,14.0,946,9.46,0.0280518775030281,0.8391740543486601,0.8459252004565807,3.656448202959831,0.7251585623678647,-0.07494250509843764,-0.12548573669921184
2,10.0,20.0,8,14.0,16.0,1174,11.74,0.0348127951253224,1.0414274205130305,0.8351062584996236,3.58603066439523,0.6626916524701874,0.00461326276970584,-0.04840719276890077
2,10.0,20.0,9,16.0,18.0,883,8.83,0.026183729212657304,0.7832882558032418,0.8533236105158134,3.5979614949037373,0.6602491506228766,0.06763499372599502,0.2993216469927386
2,10.0,20.0,10,18.0,20.0,1125,11.25,0.03335979089947844,0.9979606883110385,0.7846497355193374,3.4355555555555557,0.5244444444444445,0.015688629801483434,-0.024861516877842813
2,10.0,20.0,11,20.0,22.0,985,9.85,0.029208350254210015,0.8737700248767759,0.8018065876885994,3.5248730964467003,0.584771573604061,0.049511971445644835,-0.21096268190262504
2,10.0,20.0,12,22.0,24.0,1254,12.54,0.03718504692261864,1.1123935139040375,0.7912788106980788,3.4984051036682615,0.5287081339712919,-0.0023709772878092892,-0.21134509048910421
2,10.0,20.0,13,24.0,26.0,974,9.74,0.028882165632081784,0.8640121870355125,0.8089147689948969,3.5544147843942504,0.6160164271047228,-0.07763989489360565,-0.12956114268789465
2,10.0,20.0,14,26.0,28.0,1324,13.24,0.039260767245252855,1.1744888456211688,0.8350680509837716,3.70392749244713,0.6895770392749244,0.01347706911480959,-0.06957992637123764
2,10.0,20.0,15,28.0,30.0,942,9.42,0.027933264913163284,0.8356257496791095,0.8311718734849961,3.692144373673036,0.7091295116772823,-0.05733245319476083,0.12325973794966492
2,10.0,20.0,16,30.0,32.0,1071,10.71,0.031758520936303485,0.9500585752721088,0.8853223661997376,3.757236227824463,0.7777777777777778,0.04778500123467607,-0.017609867655054273
2,10.0,20.0,17,32.0,34.0,1055,10.55,0.031284070576844236,0.9358653565939073,0.8939065286288874,3.8341232227488153,0.8464454976303317,-0.07829764187037264,-0.29435856649716896
2,10.0,20.0,18,34.0,36.0,840,8.4,0.024908643871610573,0.7451439806055754,0.8697515292948432,3.7797619047619047,0.7964285714285714,-0.029285343883901558,0.32825092105736076
2,10.0,20.0,19,36.0,38.0,1108,11.08,0.03285568739255299,0.9828803934654494,0.8360869275897923,3.6976534296028882,0.7346570397111913,0.09838041020033945,0.0059423841188482604
2,10.0,20.0,20,38.0,40.0,1267,12.67,0.03757053783967928,1.1239255040800762,0.6340260974626786,3.1736385161799525,0.3804262036306235,-0.01994290334353878,-0.01905104279476098
2,10.0,20.0,21,40.0,42.0,333,3.33,0.00987449810624562,0.29539636374006745,0.08527021856159503,2.21021021021021,0.009009009009009009,0.08762529537654351,-0.2519210849438996
3,20.0,30.0,1,0.0,2.0,204,2.04,0.006049242083105425,0.18096353814706834,-0.8955109075958761,0.9558823529411765,0.0,-0.9547148112158791,0.8731421728871319
3,20.0,30.0,2,2.0,4.0,400,4.0,0.011861258986481224,0.3548304669550359,0.3999412081881895,2.4175,0.1525,-0.3206689981432437,-0.09421330124753449
3,20.0,30.0,3,4.0,6.0,1054,10.54,0.031254417429378026,0.9349782804265195,0.5985356942912137,2.9620493358633775,0.2884250474383302,-0.1862989938720078,0.13990782925481757
3,20.0,30.0,4,6.0,8.0,943,9.43,0.027962918060629487,0.8365128258464971,0.789111860255144,3.4411452810180276,0.5503711558854719,-0.10873840967807526,-0.019117058282495346
3,20.0,30.0,5,8.0,10.0,1002,10.02,0.029712453761135467,0.888850319722365,0.8511211933298621,3.6526946107784433,0.7065868263473054,-0.05395859240288092,0.2777174336214823
3,20.0,30.0,6,10.0,12.0,1068,10.68,0.03166956149390487,0.9473973467699458,0.8595150299338035,3.6338951310861423,0.6928838951310862,-0.005219087760950656,0.13009864303225366
3,20.0,30.0,7,12.0,14.0,942,9.42,0.027933264913163284,0.8356257496791095,0.8350530831318559,3.657112526539278,0.7112526539278131,-0.05488810916773002,-0.15224634874805018
3,20.0,30.0,8,14.0,16.0,1154,11.54,0.03421973217599833,1.0236858971652785,0.8350166828522761,3.653379549393414,0.6897746967071057,-0.027341733281144226,-0.022594047449634655
3,20.0,30.0,9,16.0,18.0,968,9.68,0.028704246747284563,0.8586897300311869,0.8638247060188398,3.6363636363636362,0.7107438016528925,0.08048957775865385,0.34486497891386725
3,20.0,30.0,10,18.0,20.0,1162,11.62,0.03445695735572796,1.0307825065043792,0.8141784686790852,3.593803786574871,0.6471600688468159,-0.07538146009961857,-0.018900944238378587
3,20.0,30.0,11,20.0,22.0,927,9.27,0.02748846770117024,0.8223196071682958,0.8477633098370583,3.6450916936353828,0.6914778856526429,0.06818976743139463,-0.19015631198172417
3,20.0,30.0,12,22.0,24.0,1253,12.53,0.03715539377515244,1.11150643773665,0.8220808536707009,3.625698324022346,0.6177174780526736,-0.024600595995390582,-0.2501697710708924
3,20.0,30.0,13,24.0,26.0,964,9.64,0.028585634157419753,0.8551414253616366,0.8340347020092279,3.566390041493776,0.6483402489626556,0.00443393428493445,-0.07158367641367717
3,20.0,30.0,14,26.0,28.0,1322,13.22,0.03920146095032045,1.1727146932863937,0.8327154648052774,3.6255673222390317,0.6255673222390318,0.03308399320272782,0.08454972355749299
3,20.0,30.0,15,28.0,30.0,885,8.85,0.02624303550758971,0.785062408138017,0.8507796737971816,3.6587570621468926,0.6836158192090396,0.022183542333998246,0.010112517729236933
3,20.0,30.0,16,30.0,32.0,1145,11.45,0.033952853848802506,1.0157022116587904,0.8633562380909501,3.6384279475982533,0.7039301310043669,0.07024552724896556,0.10109612852585134
3,20.0,30.0,17,32.0,34.0,1019,10.19,0.03021655726806092,0.903930614567954,0.8643306054508774,3.7674190382728163,0.7664376840039254,0.012263899018894284,-0.2652892586931427
3,20.0,30.0,18,34.0,36.0,899,8.99,0.026658179572116553,0.7974814744814432,0.8453803395363949,3.590656284760845,0.6507230255839822,-0.006957215541665612,0.35347076424814694
3,20.0,30.0,19,36.0,38.0,1150,11.5,0.03410111958613352,1.0201375924957283,0.8288946333351799,3.6808695652173915,0.6939130434782609,0.07354991398859288,-0.008228080607382624
3,20.0,30.0,20,38.0,40.0,1233,12.33,0.036562330825828375,1.0937649143888981,0.6671224363240386,3.165450121654501,0.3771289537712895,-0.013734150716990676,-0.011793910515729302
3,20.0,30.0,21,40.0,42.0,306,3.06,0.009073863124658138,0.2714453072206025,0.08625429773815756,2.1470588235294117,0.016339869281045753,0.10427866193779725,-0.2365782903938396
4,30.0,40.0,1,0.0,2.0,200,2.0,0.005930629493240612,0.17741523347751795,-0.623575121790806,1.165,0.0,-0.95403067681458,0.8704695324540062
4,30.0,40.0,2,2.0,4.0,450,4.5,0.013343916359791378,0.3991842753244154,0.4233493391345563,2.3666666666666667,0.12444444444444444,-0.47673284889454415,0.029320523962554572
4,30.0,40.0,3,4.0,6.0,1025,10.25,0.03039447615285814,0.9092530715722795,0.6139306111812729,3.0185365853658537,0.2819512195121951,-0.26710727602568785,0.18137196789205776
4,30.0,40.0,4,6.0,8.0,1005,10.05,0.02980141320353408,0.8915115482245278,0.8086028096722583,3.4686567164179105,0.5791044776119403,-0.11758495450784796,0.034906991991086676
4,30.0,40.0,5,8.0,10.0,955,9.55,0.02831875583022393,0.8471577398551484,0.8506875504366977,3.670157068062827,0.7225130890052356,-0.06858233419856015,0.2548350447978132
4,30.0,40.0,6,10.0,12.0,1037,10.37,0.030750313922452574,0.9198979855809305,0.8759584797246511,3.725168756027001,0.7540983606557377,-0.07228986781736174,0.04173987938164769
4,30.0,40.0,7,12.0,14.0,969,9.69,0.028733899894750767,0.8595768061985745,0.8800667891342587,3.8173374613003097,0.8328173374613003,-0.025807019529629622,-0.11599673362914384
4,30.0,40.0,8,14.0,16.0,1215,12.15,0.03602857417143672,1.0777975433759215,0.865350032550968,3.702880658436214,0.7366255144032922,-0.07465718492964511,-0.020086900072368744
4,30.0,40.0,9,16.0,18.0,1042,10.42,0.03089857965978359,0.9243333664178686,0.8685410202861046,3.7092130518234163,0.7456813819577736,0.07911393173135636,0.298962953930751
4,30.0,40.0,10,18.0,20.0,1085,10.85,0.03217366500083032,0.9624776416155348,0.8420215031770711,3.7161290322580647,0.7474654377880184,-0.11936614680513997,0.07459302059098111
